CSC,PJW,Preiss,UnsignedCSC
6667,31855,30607,6667
111,18346,25763,20994
102,1687,23963,29660
111,22823,27160,15636
116,16993,27639,29495
102,28846,26593,16361
116,8874,28970,6103
6219,32143,31759,6219
99,11525,14850,23981
118,11476,14865,24000
104,30611,3659,31324
99,13384,12191,22213
117,15896,12274,29788
116,4985,17058,10546
101,3427,16030,27171
115,3313,16016,27161
116,12631,28913,33243
104,13867,10200,21583
116,26082,16702,13373
115,13400,12207,22229
116,26338,15678,13885
102,22744,22229,20770
102,7386,14204,4461
101,17976,29407,33147
115,17862,29393,33137
116,17863,29392,33138
104,2848,22189,3841
111,6501,4243,4808
116,29066,26222,27606
102,10956,4810,5087
122,18887,11842,8210
116,30464,27553,18614
115,29942,25681,27554
116,12442,29144,33666
14506,34659,23435,14506
8367,337,31622,8367
101,3989,16446,3517
115,4067,16432,3535
116,34545,2289,27749
104,34597,18405,15857
111,34620,18348,15896
116,26193,5773,2441
118,25079,6225,23014
100,25033,6339,23060
101,3477,8254,5565
116,3556,8239,5584
104,26405,20258,19979
122,23025,19373,27366
116,33845,22977,11165
98,23820,33688,4252
110,11827,279,5870
4693,1179,12339,4693
102,17916,10679,17878
101,2461,26130,2955
116,2508,26115,2944
104,19967,27103,7163
111,19958,27160,7140
116,28452,27639,1601
115,2923,25476,2753
116,26027,2259,1127
101,9543,7442,6969
115,9621,7428,6987
116,18922,26949,21772
104,18974,8236,9880
118,3658,25957,10061
122,17483,12522,18693
102,7813,30582,16253
122,7833,30602,16249
4286,1346,13162,4286
99,6379,8828,31783
118,6330,8843,31802
104,17933,5948,2356
116,19337,15869,488
3358,19455,17887,3358
2892,32763,30227,2892
102,4252,1578,34037
122,29049,23227,13793
111,28126,4835,1396
116,16862,27639,2266
117,30841,26685,30753
101,15331,19782,20194
104,21849,26047,34029
122,24182,19373,4006
116,26826,29469,8149
105,28367,12149,29115
101,490,881,22139
102,31596,33692,4675
122,14131,8768,15679
111,15128,27160,3464
100,33036,25251,22352
101,27038,16901,17738
116,27117,16886,17757
104,20262,6289,13562
100,32988,25443,22128
30044,3105,14892,30044
100,16080,33628,15079
118,34538,15204,20098
115,9470,27287,20248
116,33116,25770,20151
111,25518,27160,25026
116,25284,27639,31134
100,14383,28765,30692
101,7222,979,5986
116,16279,20232,6847
128,14403,28785,30720
102,26860,6359,16436
111,14967,6569,32935
128,16659,4119,23584
101,5931,23088,18475
115,5817,23102,18465
116,9561,28777,2044
104,10765,12661,13712
116,9144,11003,22352
111,16099,20357,20596
116,8489,4356,27816
102,21098,20924,20827
122,14395,11842,22328
116,19761,20632,6168
27446,3157,34332,27446
101,27281,8092,1344
115,27359,8106,1362
116,27360,8107,1363
104,24150,9296,7759
117,32536,21752,6108
116,9459,15767,27416
27122,3257,34720,27122
101,20100,30035,17858
104,13741,20488,13772
118,2141,30352,31081
27120,3259,34722,27120
101,19588,3398,19906
104,5549,22341,9650
118,2109,30480,31145
23338,4193,15899,23338
102,32762,22137,11797
122,32782,22117,11825
101,15913,15796,9061
104,16407,20414,10900
111,16430,20357,10859
116,5480,4356,33292
102,21397,20924,11158
116,15038,3025,7839
115,16343,16450,9399
116,21987,10429,9248
118,17117,9994,14480
111,5917,24967,32339
102,26184,1147,16014
101,3802,32749,17251
116,3817,32734,17240
104,13578,27103,24624
111,13601,27160,24601
102,26988,2372,25290
122,6399,23588,5809
117,6698,24415,5636
116,31962,17221,30144
102,3579,24784,5461
122,19510,8768,24645
111,20443,27160,12248
116,33250,27639,8990
102,25186,26593,11521
102,30390,27479,33838
101,19531,13625,2171
115,19609,13611,2189
116,4585,6225,1163
116,19610,13610,2190
104,4637,22341,13847
110,9715,22539,13501
100,25127,7739,138
122,7977,3913,197
22826,4449,16923,22826
102,22400,22137,29920
101,11791,30620,7208
115,34753,31899,1007
115,6040,8926,15003
116,4760,10429,19586
116,19696,25595,31361
117,10170,12807,31668
102,18336,31210,31969
101,19031,18644,5571
116,18918,18629,5556
104,28065,4892,9598
111,28088,4835,9573
119,10966,33875,6885
101,15437,23176,20833
115,15323,23190,20823
116,5667,14147,8463
104,6743,30263,20123
117,13793,161,29049
109,31687,11595,23619
116,21551,15767,17216
116,22479,16418,10483
115,24586,19230,28405
116,31169,13315,2543
100,24731,19599,28070
101,33474,24671,26569
116,33553,24656,26588
104,18751,6309,15269
111,18774,6252,15310
116,26182,27639,5067
15135,13394,34121,15135
118,24953,26717,30680
8069,33492,15743,8069
105,7372,12731,32561
122,34504,10275,26429
14641,13552,10,14641
14623,13650,316,14623
99,29098,22580,14277
118,29049,22595,14296
104,33147,25706,34257
116,12091,27416,25588
12768,15025,24251,12768
12351,15202,25084,12351
99,19101,5598,11231
122,4550,10219,28348
100,19102,5599,11232
116,13147,15102,10207
118,19052,5613,11250
104,12511,32855,6443
111,12534,32912,6418
116,30829,4356,10818
12370,15231,25033,12370
101,21516,6847,31692
115,21594,6833,31710
118,19644,2477,11922
12368,15233,25035,12368
122,21393,32887,25865
116,21002,10771,3137
1200,27335,32936,1200
119,4284,17496,10604
116,20054,19804,25004
3500,19533,18157,3500
122,774,31651,15340
33682,14137,11455,33682
102,7714,25880,30791
102,7482,33002,3147
101,29234,25447,11655
116,29217,25432,11672
104,25377,18220,17648
116,29665,25176,12056
100,14189,253,14476
116,5614,4048,27443
109,12257,17612,34324
122,34412,23472,10150
116,1418,223,34060
108,17366,19099,15018
102,3658,33458,2099
100,29451,2377,12245
122,537,3913,7633
101,25051,2350,12025
115,25033,2336,12007
116,5037,14241,23704
104,4577,30357,28676
116,20456,13823,21205
7007,20192,33120,7007
115,34685,16523,14195
116,18608,23232,29762
25499,16176,9385,25499
98,979,33726,9666
25304,16339,10028,25304
118,2351,22909,7926
102,23717,13974,3149
116,10345,16288,11736
15365,9726,30055,15365
115,18661,5842,9373
116,34032,18403,1738
122,34536,3913,2862
99,6608,5129,5558
116,22153,25425,32010
21389,17214,25783,21389
118,16543,21316,21898
110,7885,15759,8266
116,24750,6574,13360
118,25423,3764,14032
15435,9828,30445,15435
102,3301,29887,12203
116,31979,1186,22832
6936,20217,33241,6936
102,10936,8982,5420
122,29958,23542,232
118,22456,11265,6767
13099,10228,3232,13099
100,23613,22857,6611
101,15586,18644,30792
116,15665,18629,30813
104,20993,4892,26007
111,20984,4835,25982
116,8686,27639,5303
115,16016,17990,31134
116,26541,29736,27651
113,3217,30127,29814
105,25526,20357,33605
116,25822,29648,2120
122,33210,32162,3790
12664,26681,10210,12664
118,28571,34557,21266
1309,27380,33173,1309
1310,27381,33174,1310
7127,20248,33368,7127
100,11346,30189,321
116,25597,2158,9345
7142,20263,33383,7142
7143,20264,33384,7143
25537,34622,11044,25537
118,16439,18403,15318
111,1825,25530,11129
116,33630,5124,29779
19717,10878,12122,19717
7079,305,8723,7079
101,31650,18795,6534
111,31660,18785,6544
102,12829,13078,1945
116,464,29720,20274
117,33171,17117,19134
109,20801,24069,24552
116,7175,28416,29078
102,4985,27918,29864
101,28293,7324,26608
116,28372,7339,26619
104,22315,6309,19093
111,22338,6252,19068
116,28741,27639,33538
116,23671,31153,21289
122,31955,20972,31836
115,31728,18781,6556
116,34130,16862,18747
104,34214,746,6863
118,24631,9175,16755
117,12645,26322,17718
116,33144,10227,1862
122,1649,13055,13331
122,32483,22955,25943
100,28729,4975,385
101,27784,8067,5705
122,6181,27228,10772
115,27862,8053,5727
116,7103,26850,10446
116,27863,8052,5726
104,7187,10734,33391
111,7178,10791,33368
116,14791,23896,4190
1312,27383,33176,1312
3672,4371,13821,3672
101,26652,34787,31399
102,25341,14725,10256
104,23904,28767,12250
111,23895,28710,12227
102,28894,29277,11992
118,19965,21986,12090
6042,4657,21115,6042
118,24605,1196,18400
98,25425,17312,14412
116,9764,19551,1941
17254,11215,19483,17254
107,1337,1800,13827
122,33383,16009,1571
34182,5410,30396,34182
101,24379,19190,21519
128,19158,7742,33247
116,28432,6204,19231
128,19446,8638,32671
118,34784,30591,10396
101,24420,13663,30204
116,24403,13648,30185
104,29310,8573,1927
111,29333,8516,1966
116,19628,8099,19730
102,2031,9083,1157
7078,20295,33511,7078
7192,20345,33753,7192
21221,12174,781,21221
30230,23828,21514,30230
99,17801,26589,26095
118,17752,26604,26114
104,18203,4892,23647
111,18194,4835,23624
104,32518,28769,8475
116,10492,22785,20803
102,7784,8468,7886
117,2642,13629,28609
122,34541,19555,15177
9750,28948,33776,9750
99,30063,10290,32486
118,30014,10305,32505
104,5421,6626,19185
111,5412,6569,19162
1318,27389,33182,1318
7384,20377,33881,7384
111,20761,4773,16461
109,9726,278,2062
122,20805,34113,7331
122,27802,23472,5403
101,9654,30,2182
104,7403,29827,2855
116,28616,9516,13977
27365,12686,8973,27365
105,2051,22534,22686
101,5818,22317,20991
116,5705,22302,21012
104,22669,17649,25246
111,20361,25426,22351
102,20464,24859,23156
27659,12804,9555,27659
16426,30755,16407,16426
16412,30769,16421,16412
118,24449,14241,1950
115,24402,14178,1979
98,25269,30357,32791
118,28497,34371,34750
11017,31636,2635,11017
7398,20391,33895,7398
1319,27390,33183,1319
7352,20393,34073,7352
26326,12927,21246,26326
26340,12941,21260,26340
22190,33026,4808,22190
26341,12942,21261,26341
116,20583,25834,27676
26283,12980,21395,26283
18234,33974,20924,18234
15375,292,14074,15375
118,24423,3349,3595
7367,20408,34088,7367
25335,13168,17215,25335
19457,1829,24432,19457
102,22338,25022,1614
100,27154,3621,32361
1321,27392,33185,1321
98,18835,27558,33332
104,10385,21266,14248
122,7231,9463,21529
116,4654,1038,31394
117,4655,1039,31389
100,20348,29618,27764
116,4937,10673,21951
21611,8982,24105,21611
21597,8996,24119,21597
118,24371,19307,28554
98,25191,594,24566
116,32512,1532,13408
7558,20439,34215,7558
7480,20457,34329,7480
30977,14342,7427,30977
101,28342,16199,24032
104,1982,20414,21192
111,2005,20357,21167
109,17752,30300,27177
122,3712,34113,240
122,11592,23472,4173
116,328,4356,32220
102,7740,20924,20934
116,22174,3025,4783
122,28731,15602,24347
116,3697,21224,28809
115,28804,15545,24374
116,30134,31424,27654
116,8202,10429,22844
122,8208,10435,22850
118,5356,30718,15125
30359,13984,2930,30359
32834,14885,15746,32834
7495,20472,34344,7495
117,33198,17712,5636
117,21325,11711,34597
128,33381,18295,5359
116,27313,4744,17046
30981,14206,3904,30981
30987,14212,3910,30987
116,17501,25791,5893
122,26553,12522,9667
100,19281,6115,9801
101,7563,22590,28385
115,7673,22576,28407
116,18396,21353,33104
116,7674,22575,28406
104,17808,2640,21212
102,5995,26507,8440
116,12409,11828,27894
102,30604,12648,32519
102,10543,11867,8643
101,2158,29680,5824
104,23377,32058,14660
117,24081,27224,5470
116,24570,17184,12780
116,2173,29695,5815
104,30440,11926,28931
120,14161,12666,22747
101,33882,7410,2169
104,23926,17481,20341
116,17717,28543,5186
102,29363,32726,27543
101,4580,8282,20112
116,4531,8267,20089
104,4214,6309,12766
111,4237,6252,12805
116,20719,27639,7139
115,12153,18090,22325
102,22321,9372,2252
116,8961,23101,21068
101,30200,5751,8128
104,8052,4456,28886
116,14755,6876,11354
117,560,13825,33124
101,25430,26771,18745
104,14663,25024,22168
117,16641,8197,28318
116,22568,15767,34747
109,10450,18744,23802
102,26587,26116,970
101,10250,18992,23682
116,10265,19007,23691
32475,17647,8612,32475
117,24270,33843,29940
101,3697,11862,27556
104,25610,27481,12911
118,23343,1943,28296
102,30471,9010,7886
101,20827,24377,31253
116,20906,24392,31276
104,362,2640,21683
115,9695,28154,16301
116,15919,12651,2548
116,23068,11259,28415
122,15847,10346,31
99,23088,14148,6779
101,16529,10828,26356
104,16573,10200,30332
116,33661,30770,1424
102,14456,29867,4369
101,22422,21798,1070
117,18539,4771,7709
116,32016,17184,24857
116,22437,21783,1061
104,6374,33040,22247
7446,20471,34263,7446
99,27376,30892,4590
101,34558,5705,4007
104,26405,3581,11744
116,32611,4024,1034
105,28410,12457,500
101,25750,6193,8591
122,24091,12522,22531
102,1207,23628,7710
122,1195,23608,7690
104,24793,12846,19116
122,19932,19373,14379
117,17862,15683,19073
116,14646,34507,9598
102,10371,6850,10984
101,21057,28969,3234
116,21104,28984,3249
104,19363,21922,6243
102,27368,4306,15708
116,20055,22842,21332
122,10953,23259,26123
102,3089,31715,9166
101,663,8008,3107
116,742,8023,3096
104,11895,20924,18053
110,659,17374,8696
101,25441,25939,26743
115,25487,25953,26757
116,10659,23298,1913
102,4459,29056,33597
101,1786,4723,6157
116,1801,4708,6148
104,24488,13775,10886
102,19174,28352,6148
116,14299,12034,24347
117,1972,33669,11999
117,26127,23275,20620
104,26411,18405,26033
122,22530,12622,24301
117,5387,29733,31405
101,26491,16199,18660
104,14965,20414,13383
111,14956,20357,13408
116,2617,30904,12035
117,18101,23342,9102
101,7349,10426,28212
102,15686,34402,28853
102,13453,1371,19609
101,25946,34540,17545
116,25897,34555,17554
116,3210,27208,24016
122,9335,7085,27765
116,7905,31591,21583
99,30960,18578,29179
117,20522,21145,16839
101,25335,11799,14490
104,9816,25024,5658
116,15006,20711,20033
102,30861,24322,15594
101,27067,7464,28445
117,24796,4771,16231
116,27146,7479,28454
104,1090,23586,26642
102,30349,4533,7659
116,27291,20366,1336
115,19384,9563,17517
101,12639,9025,20894
115,12685,9011,20908
116,14962,16862,24293
116,15266,1438,1400
104,15654,746,1612
116,31627,10872,33294
122,31633,10866,33300
117,34248,24649,12210
101,27484,12410,25365
117,28346,30509,8347
122,8586,13749,3357
116,29680,24143,3956
122,6341,30116,26780
102,27483,29436,8874
122,31461,15387,18925
116,9928,11363,19275
111,32522,33779,6530
102,18360,24784,10599
101,1196,5865,12808
116,1275,5880,12819
104,15048,27103,8212
111,15039,27160,8235
122,20474,2253,13694
29221,14190,33421,29221
118,32463,8276,18990
101,13840,3893,23855
116,13855,3878,23846
104,8378,8573,19958
111,8369,8516,19933
116,15820,8099,24726
105,31146,15563,19247
104,16511,22341,27001
116,23593,9868,17409
100,756,32682,16989
101,24624,28923,14598
116,24735,28908,14619
102,17896,30024,13873
101,2141,30558,32297
116,2188,30543,32284
104,5029,22169,19872
102,28564,22247,10583
101,33513,4974,30900
116,33560,4989,30913
104,19375,25805,16026
102,3907,32451,6830
102,8707,18826,32623
101,96,6086,2496
109,28396,18307,10229
122,30987,5462,2677
116,111,6071,2487
101,18532,9968,973
102,26371,1522,419
101,4088,13158,22983
116,4103,13143,22974
115,14019,11983,27231
101,28408,26434,15737
122,31961,10219,1181
104,32492,28767,9652
122,7247,12622,1720
116,27873,30014,28966
7451,20476,34268,7451
111,22933,22178,13616
104,11548,27543,30589
23620,19222,9678,23620
23605,19237,9693,23605
98,14886,17649,19196
117,17406,12231,30753
122,28229,778,2499
115,31907,9738,20092
101,14259,21351,21554
104,34590,34708,25945
116,23021,18425,20552
116,2486,1533,10752
104,3082,17649,22924
111,31913,21204,34292
101,32342,30,22160
104,5447,29827,18598
117,24846,14266,14823
116,34104,16228,20013
101,12127,1375,18317
116,3835,2418,14476
117,21377,24239,30602
101,26872,26771,3432
116,33495,22641,26897
117,12964,25669,13151
111,26007,13055,30234
116,2594,4356,3602
102,31262,12488,29941
122,9676,11842,14105
116,33394,20279,33562
7454,20479,34271,7454
29477,14318,33933,29477
100,31348,21033,27602
101,26490,8221,5924
116,26601,8206,5945
104,7179,33706,8555
102,18919,1394,5496
101,10140,30740,10391
116,10219,30725,10382
104,34029,25686,34807
111,34020,25743,3
116,14984,27639,147
102,13518,23013,11133
101,7414,10246,28425
20668,20446,21718,20668
122,24050,27215,21118
20655,20459,21731,20655
101,24941,17585,9539
104,17224,26503,32191
118,693,3218,25303
109,30650,12882,2588
116,23962,10518,33716
101,30706,13130,2708
115,30720,13144,2698
116,24890,27286,30324
116,30721,13145,2699
104,26094,8573,7155
117,14131,20278,34613
101,17833,11799,17502
104,9336,25024,5706
116,17237,11284,8529
102,24613,21156,25076
128,6811,18530,30727
101,28585,25108,25268
104,26987,13528,12517
116,17384,29082,1458
115,13453,11443,32515
101,18410,32900,4709
122,18799,32303,5016
116,6389,9701,6135
101,29888,3024,12996
22138,21312,31320,22138
101,530,19961,32532
104,9767,15406,27824
118,12325,27394,11037
102,13575,5482,24648
116,4584,6204,31255
122,19739,3441,16452
105,13379,12149,29114
101,34295,881,23163
115,34373,895,23141
116,12455,26592,13971
116,34374,896,23140
104,12251,7879,2047
15420,21278,7625,15420
107,11838,8554,4896
101,31432,10634,4124
104,2881,3507,25834
116,28062,5667,10826
118,11845,8561,4907
111,15726,25743,14352
102,27456,31998,13268
101,21448,32967,29763
115,21462,32981,29753
116,16078,23543,29614
116,21463,32982,29754
104,17282,4830,6453
102,30528,15614,9172
101,942,1844,21519
116,957,1859,21510
104,2647,33040,26458
111,2670,32983,26483
116,27514,9516,10761
102,16691,33880,7740
101,23353,17006,32514
117,22723,4771,9543
116,7024,17184,21164
116,23368,17021,32505
104,12933,4703,22908
128,13531,9770,30946
101,7455,2631,9986
104,2368,25086,12395
116,20417,32458,8466
102,3072,13417,25743
101,391,1655,18577
116,470,1670,18554
104,18714,20944,12439
102,23000,692,5896
102,9119,25880,6135
109,1997,11590,21995
116,32067,15720,29186
100,14567,14998,33542
101,1797,11342,21859
115,1907,11328,21881
116,1908,11327,21880
104,30039,13775,21070
111,29153,4152,21666
116,24925,27639,19459
102,10358,4462,2038
101,26512,18992,6004
116,26527,19007,5995
104,28648,31002,503
100,16055,4937,23078
101,25605,28324,472
115,25715,28310,494
116,28436,25339,20766
116,25716,28309,493
104,27848,6626,8874
111,10751,25743,25342
101,12001,12805,30752
116,12112,12820,30769
122,25280,33232,21290
104,33191,23627,16256
117,16731,1536,17506
104,2871,34519,15629
101,31129,27891,3161
101,16896,5705,17967
104,5771,3581,13809
116,31370,21352,19456
115,24070,6549,19099
101,24118,11363,18774
104,25173,4300,19350
111,25196,4243,19325
116,14725,26222,33659
102,25043,4810,18580
116,14544,29500,12545
111,11626,20357,32691
116,31494,4356,11742
101,34442,15089,27481
102,29841,24784,32177
101,28966,5865,17862
116,28853,5880,17885
104,2934,27103,2671
111,2925,27160,2632
111,21048,4773,26934
116,18015,9516,32344
115,24102,27031,33614
101,32310,20152,27397
115,32324,20138,27387
116,15725,8908,28322
104,16929,25024,16654
116,15056,7325,24248
111,26224,4835,14960
116,15852,27639,10536
102,26436,19424,609
117,21883,461,2161
116,22750,20060,22285
115,1283,11353,1860
116,19792,6204,31062
122,29537,3441,4084
102,4031,5358,7859
101,15735,19970,30389
116,15814,19985,30412
104,30361,4892,8008
111,30384,4835,8033
102,10833,3768,15458
101,20080,23254,24093
116,20159,23239,24102
104,2122,6309,17257
111,2113,6252,17296
111,5083,6569,27558
116,31293,27639,978
102,21813,6138,34608
101,818,12946,8634
116,833,12931,8625
104,663,19223,8331
11452,22238,23753,11452
122,30025,15986,22593
102,29157,8518,24517
116,13850,8894,18076
115,27174,30841,17308
122,17808,17642,6594
102,31701,29843,21797
109,4330,1592,3077
122,12807,5462,6718
116,19725,2425,629
115,177,8691,15478
107,29246,28644,9044
111,19600,4835,7367
101,29768,4015,5710
115,29782,4029,5700
116,9882,22220,27405
104,11086,3507,4244
116,27958,8580,4246
117,27079,1091,6193
111,11195,13055,30377
116,5090,4356,34047
102,16194,12488,30142
122,20953,11842,11111
116,5268,20632,33925
122,24155,8315,20821
116,31768,21224,2963
105,3725,2936,13110
102,9693,2280,6820
101,33024,11095,10030
116,33103,11110,10047
104,252,17649,4009
115,30950,18783,6940
101,9119,14999,808
104,28992,13590,21792
111,29015,13647,21815
116,24326,5773,4901
116,20137,12762,6576
117,24762,96,31884
101,22707,9580,32825
104,29089,20414,19166
111,29080,20357,19189
116,15580,4356,31525
116,13188,25595,26199
117,686,19178,29204
116,27065,17518,28305
101,20182,13663,22926
116,20261,13648,22905
104,23518,8573,22473
102,29153,7484,2621
101,26199,9423,32892
116,26310,9438,32883
104,5485,25369,22388
111,5508,25426,22429
109,20297,30300,3094
116,13178,27639,26760
102,10987,24859,22642
122,31102,28738,9756
115,26661,10077,33074
116,11449,525,28648
117,26810,2157,23692
116,11127,33007,9711
102,32935,30538,34032
101,33791,8006,32768
116,33838,8021,32757
104,4187,25369,6364
117,31162,21639,11916
101,24144,27851,30216
101,32468,8512,31515
102,21221,32393,5578
116,30249,23101,32223
101,15632,18415,13279
115,15646,18429,13269
104,28713,1728,5839
122,33628,19373,33026
116,9660,8355,26866
1549,14435,10869,1549
118,24725,896,4632
34400,14921,18939,34400
8073,29877,30409,8073
7608,20521,34585,7608
34518,14975,19185,34518
34532,14989,19199,34532
100,27251,23099,18312
101,30596,9645,22105
102,4483,24944,26015
116,6244,28303,5161
117,2206,5551,31136
116,30707,9630,22126
104,3217,21922,18865
3849,30965,12220,3849
100,27571,23867,17928
122,14441,16546,6351
111,7032,25743,4937
101,30709,17773,19223
116,30596,17758,19214
122,15369,32546,29212
104,28309,23627,7559
111,15502,32983,28939
116,8659,9516,27383
116,32085,4787,21483
122,21225,33442,28636
3848,30966,12221,3848
101,119,17863,2649
104,3191,18405,14535
118,27537,24073,17722
34533,14990,19200,34533
3880,30982,12157,3880
101,4215,1375,588
104,33898,28767,10829
118,27793,19977,18746
87,31751,27694,87
99,5253,4161,1902
101,27430,1894,19804
116,21047,19036,478
117,5203,4175,1920
116,26197,1623,20209
118,5204,4176,1921
104,26409,20336,15709
34724,31911,28334,34724
122,33454,27565,32133
117,7763,10306,30605
34722,31913,28336,34722
104,32540,11071,28075
116,1753,6204,32381
122,545,10669,28293
111,18182,25763,34235
116,12395,23896,26420
117,9139,23234,27341
116,19515,862,32614
100,33446,32108,30806
101,25229,25162,3965
100,21593,13347,18507
101,9726,6851,28345
116,9837,6836,28366
104,17587,14436,28159
116,27974,27251,10425
4414,16356,2233,4414
3311,1711,6511,3311
8990,21759,22994,8990
21133,34209,6436,21133
8971,34798,8785,8971
5567,1858,17317,5567
109,3101,14113,9143
102,5600,34559,13597
116,6089,32734,18440
101,2901,13865,9279
118,14650,21566,3200
102,10310,1340,26282
116,18775,15509,5115
117,21544,31247,24648
116,26256,2347,22478
122,25131,27359,34595
111,30,4835,26813
116,23065,27639,4215
101,29586,11843,15173
115,29664,11857,15151
116,26149,8908,30509
104,26201,25024,26777
116,24470,17184,22421
15997,147,20803,15997
4827,2452,10246,4827
4813,2466,10260,4813
118,24378,20437,13901
98,25198,4321,9913
9189,21798,23129,9189
15403,593,17553,15403
9190,21799,23130,9190
1376,27479,33560,1376
33473,14740,28587,33473
122,26132,28934,31923
116,20820,2418,29952
98,12832,14683,21031
13241,1007,25279,13241
23346,16227,18093,23346
110,28659,6507,3154
9126,21831,23258,9126
19359,1541,33669,19359
1843,24771,32618,1843
9464,21897,23692,9464
24252,2162,18613,24252
107,18272,23183,24057
122,26449,5462,22058
24267,2177,18628,24267
9471,21904,23699,9471
10165,1621,11259,10165
118,10858,26159,11020
118,12570,29180,3180
24555,2289,19204,24555
24561,2295,19210,24561
105,28693,21127,10259
116,19174,26606,26403
21164,3025,9836,21164
118,33194,12744,14698
9432,21913,23628,9432
23228,2418,14517,23228
23243,2433,14532,23243
100,13239,32292,1940
122,27268,3913,18923
102,23550,28737,26954
101,14578,1255,8985
116,14657,1270,8964
104,29876,25686,13353
111,29899,25743,13330
102,23999,15991,34513
117,4605,24415,1466
122,32544,14353,9071
102,7470,24784,1289
101,34705,5865,5763
116,34656,5880,5754
104,33437,27103,26340
111,33460,27160,26301
111,6663,22284,9696
1383,27486,33567,1383
18696,7288,30853,18696
99,31793,26130,5297
118,31744,26115,5316
104,33101,27103,14966
9400,21929,23820,9400
13076,9628,1087,13076
118,34483,15544,34450
9414,21943,23834,9414
9376,21953,23764,9376
4892,14215,25746,4892
98,4432,22362,11993
21451,3073,23236,21451
9381,21958,23769,9381
21547,3153,23684,21547
113,1939,16060,14867
116,15754,20889,5062
128,28434,11718,8318
116,15062,27429,19049
9592,21961,23948,9592
28348,3186,168,28348
28362,3200,182,28362
27144,16486,14147,27144
28363,3201,183,28363
23188,17434,30263,23188
115,24860,2440,1672
116,18774,31424,18730
122,13220,17921,33418
9496,22009,24012,9496
25276,3954,4264,25276
25291,3969,4279,25291
1389,27492,33573,1389
9720,22025,24204,9720
32444,4210,16552,32444
32459,4225,16567,32459
31432,33818,33969,31432
122,33016,12622,26023
9734,22039,24218,9734
18347,1658,16852,18347
98,12494,34314,24605
3696,1259,29847,3696
99,4987,20856,12903
117,4937,20842,12921
116,21941,21353,10877
118,4938,20841,12922
115,4939,20840,12919
116,21909,21481,11069
104,22153,2640,15377
3676,1279,29867,3676
31276,4434,12408,31276
102,22657,23554,16045
99,7035,22917,4711
117,6985,22903,4729
116,19880,28765,29218
109,20113,6281,28433
122,8460,4045,17961
104,20092,10052,33718
116,31717,24494,1107
122,26564,18929,20567
3426,1401,30373,3426
31360,4502,12588,31360
117,22161,31682,2809
116,25973,5297,15494
9656,22057,24332,9656
30410,4736,24758,30410
30411,4737,24759,30411
9633,22082,24277,9633
117,13692,4894,19168
22404,12410,10617,22404
118,9561,31522,19101
109,23044,18004,9287
111,2029,14732,16938
98,10381,15406,15113
122,33684,25968,28713
101,7149,2631,23845
104,2152,25086,21478
116,1431,33875,6763
117,18350,18200,12179
29611,5137,21367,29611
116,25514,1259,28115
110,17095,18676,9486
111,14268,16769,16968
116,4108,2275,14106
101,25986,21145,12761
116,17515,3707,18670
29617,5143,21373,29617
9784,22121,24588,9784
34492,5746,6299,34492
34502,5756,6309,34502
4809,22553,23156,4809
111,32250,30936,13606
34507,5761,6314,34507
725,23565,4699,725
14165,22486,8508,14165
619,11666,22449,619
99,12490,22362,16550
117,12440,22348,16568
116,2673,22146,4335
104,2885,3433,8827
9238,12626,11246,9238
111,32969,5665,24006
111,32777,5409,24134
14170,22491,8513,14170
99,13258,32485,33945
104,15173,17312,9451
10619,12797,6697,10619
118,15401,33827,25548
105,15412,33896,25567
101,9723,27373,4169
116,15652,14483,29828
586,11681,22384,586
773,11708,22507,773
102,33151,23824,5232
99,23242,28597,2266
117,23192,28583,2284
104,772,22341,13138
4438,13298,14958,4438
700,11731,22626,700
888,11759,22750,888
694,14114,30382,694
100,5122,2377,29088
122,22249,3913,873
116,15115,5489,28282
117,21004,6514,28793
116,25424,9578,14084
866,11785,22952,866
1052,11811,23074,1052
30290,14931,16274,30290
30276,14945,16288,30276
116,17969,30557,289
118,15068,12096,27650
128,15074,12090,27660
30275,14946,16289,30275
102,30844,29330,4267
122,24824,3913,27627
115,880,19178,1241
116,26623,16052,7321
14186,22507,8529,14186
108,30720,6704,32065
116,6991,14040,2676
102,32066,22503,31167
116,21287,29220,22247
29252,16737,1939,29252
118,8911,24878,29711
98,9731,8762,25723
116,28955,20797,24900
1091,11930,23401,1091
99,10416,23818,20828
104,4530,14736,11247
28963,16850,2516,28963
1093,11932,23403,1093
128,11061,15029,22617
116,28055,28710,9816
1098,11937,23408,1098
4603,12594,3540,4603
99,6255,13930,11927
109,7633,22543,12156
122,30720,4045,30475
104,7612,26314,17447
21066,27474,20085,21066
4612,12603,3549,4612
99,8559,20087,4759
117,8509,20073,4777
116,9435,34098,33357
122,9537,15275,3062
104,9647,15385,3020
20842,27618,20533,20842
20836,27624,20539,20836
116,2844,27251,12746
20740,27704,20987,20740
4682,12705,3939,4682
10037,30775,11664,10037
101,18833,28224,4355
116,18944,28239,4346
104,26945,24116,25432
5066,12897,4707,5066
99,14165,13663,31565
117,14115,13649,31583
116,29473,27286,11461
118,14116,13648,31584
104,29685,8573,15953
116,25004,4579,24987
115,3213,5257,33909
116,2726,32245,28052
14314,22571,8785,14314
8827,13682,20180,8827
8841,13696,20194,8841
24894,10277,6242,24894
8842,13697,20195,8842
24925,10294,6179,24925
8811,13714,20388,8811
99,14343,771,21731
117,14293,757,21749
