CSC,PJW,Preiss,UnsignedCSC
31949,4122,27155,31949
13713,6141,14674,13713
18555,6876,8814,18555
104,16832,17454,10546
114,16814,17468,10536
116,28042,7565,29789
113,16815,17469,10537
102,29614,24947,29677
116,4488,1513,8482
104,27710,23681,25577
1460,10124,23767,1460
104,33971,845,322
114,33953,859,312
116,23634,4873,8667
113,33954,860,313
104,23302,23586,4455
13635,6159,14788,13635
18408,28986,6021,18408
18418,28996,6031,18418
104,657,4452,8180
116,2573,14373,6344
122,11696,10346,8318
31891,11274,6793,31891
18423,29001,6036,18423
27809,12284,25252,27809
113,33685,10307,27870
27807,12286,25250,27807
113,33653,10435,27806
11312,30855,20366,11312
17398,29256,1939,17398
29733,15451,24941,29733
17693,29375,2522,17693
113,13198,409,11133
11314,30857,20368,11314
13809,6221,14866,13809
22710,30184,23059,22710
33863,30282,31529,33863
3621,1925,7397,3621
102,2677,19599,16980
101,22012,24671,33329
116,21995,24656,33310
104,4494,6309,27513
25349,5137,19882,25349
102,8004,2280,271
122,7992,2260,283
104,4489,9509,32447
114,4471,9523,32437
113,4472,9524,32438
104,4367,9296,15658
25361,5149,19894,25361
104,7561,23832,9906
104,18690,20414,5561
111,18713,20357,5600
116,32392,29648,32843
122,7021,32162,31792
116,33639,4356,20510
102,30144,30779,6145
101,15595,27456,13122
116,15674,27471,13101
104,19784,27103,25947
111,19775,27160,25924
102,22144,20924,5819
122,29492,11842,10997
122,1447,28738,32770
114,7639,24486,10088
116,20558,10429,3629
18561,12841,25115,18561
17122,6846,29699,17122
122,27686,12522,26394
102,8160,1505,15150
11938,12856,13916,11938
113,8104,10198,13243
104,8841,25607,16996
114,8823,25621,16986
113,8824,25622,16987
117,4690,13348,26725
123,8974,26204,17265
116,16392,4744,53
101,8956,26314,17223
116,6801,22806,19176
101,27171,27851,27196
120,10617,16394,19540
116,33377,14976,14498
25584,5164,20085,25584
25590,5170,20091,25590
104,219,9522,20631
17130,6854,29707,17130
3746,14904,15977,3746
120,6028,17547,31545
110,6758,33157,438
101,15305,23136,17499
104,5326,8236,13042
116,6718,8109,33797
111,7077,33924,821
120,7052,33931,812
100,16878,24256,13931
122,11459,3913,14101
116,11166,22816,21701
116,18206,25791,16726
123,7041,34128,1033
102,6395,17344,26481
122,6415,17364,26493
111,21834,27160,20332
116,27629,27639,24206
103,7213,34492,1117
101,13727,23748,12018
116,13742,23763,12005
104,24725,32042,21180
3451,15023,15394,3451
25834,5286,20591,25834
3489,15033,15464,3489
116,27022,24009,3263
25840,5292,20597,25840
102,26404,3042,4772
116,7337,3758,17447
104,15305,5566,12535
17134,6858,29711,17134
34493,15914,34436,34493
34479,15928,34422,34479
101,23279,2603,27320
115,18949,18090,228
101,5545,5751,23518
104,31520,4456,33760
116,2330,6876,22751
109,32086,16557,1371
116,28847,9651,3225
25968,5356,20853,25968
17136,6860,29713,17136
1712,16426,26244,1712
101,31471,4456,31442
102,29238,23784,28946
102,12837,20128,22717
101,17837,6732,15801
117,27943,4771,11320
116,33442,17184,6760
116,17852,6717,15792
104,2672,28541,20779
117,18675,373,4092
101,4035,1375,23509
25904,5388,20981,25904
2534,16852,29690,2534
102,3708,29623,25493
116,34312,11363,28445
122,3728,29603,25489
101,4329,32832,24722
115,4343,32846,24708
104,13673,2168,9760
116,12615,8322,2694
113,2254,10703,710
102,26880,9010,11045
101,33029,24377,27854
116,33108,24392,27877
104,1941,2640,25137
117,31315,10523,22148
116,25977,14811,18679
111,17939,8004,1279
101,29713,7442,9118
104,10206,8236,5374
117,23639,14266,371
116,32755,16228,1079
116,21255,6038,21554
102,22714,23150,24167
101,27662,12049,22352
116,27773,12034,22369
104,28893,25805,5806
111,933,27601,29243
101,29802,1976,9089
104,21320,3035,12618
116,27791,6,10848
14466,16411,13127,14466
113,30059,25737,2069
24521,5429,32302,24521
111,6805,3450,26119
116,7470,4631,13072
116,6814,4951,13808
122,11839,23066,3901
116,25713,7028,4831
10612,17321,32070,10612
104,18130,472,15497
101,31634,7677,6927
104,14450,10200,28221
116,14269,23152,4558
117,18104,26234,24595
29390,21308,1760,29390
101,30537,8314,10356
104,4837,26409,17492
104,4049,30924,26308
116,10555,147,10376
120,4821,26425,17476
29295,21387,1569,29295
104,5205,34025,15156
113,5188,34040,15147
104,15823,18146,11706
109,23031,7905,28902
102,13294,28921,24357
101,21921,26589,11124
116,22000,26604,11107
104,34540,4892,6270
111,34531,4835,6295
116,31529,27639,2062
12654,20386,31973,12654
101,4503,13325,4464
104,16457,3507,5906
113,24033,3907,25288
102,14560,1657,32644
101,460,26589,3838
116,443,26604,3859
111,16408,4835,30344
102,27423,18877,27421
101,15257,22272,22378
116,15304,22287,22363
104,4558,4773,7803
12614,20506,31645,12614
104,20371,28767,27953
113,25953,24899,26568
8821,21275,16108,8821
104,3413,9083,8573
113,3396,9098,8564
104,21980,12300,13388
120,4757,22219,12045
116,9275,24504,10535
102,32275,23963,5077
103,4934,22588,12126
101,12092,1031,8020
115,12106,1017,8006
116,32158,13637,1317
116,12107,1016,8007
104,33394,29753,31430
8614,21450,15453,8614
122,33473,19555,12376
116,26789,22641,26854
102,14888,4345,9012
116,33408,24491,2339
111,12723,4243,25872
116,24131,26222,31499
102,16698,4810,26599
122,10892,11842,10474
116,1160,20632,14170
122,16396,28738,6122
8519,21529,15262,8519
101,18991,12246,25506
116,19006,12231,25493
111,4453,8516,29181
102,8428,9083,29908
4341,22491,33785,4341
113,22852,27127,12608
117,10155,28128,8636
116,9247,22386,19992
109,13970,2386,2800
122,28573,28082,25726
102,11703,30601,12391
101,15909,30740,33649
116,15924,30725,33640
104,12028,25686,7502
111,12051,25743,7461
122,17867,32642,4203
102,21164,28921,7569
101,27969,26589,8964
116,27984,26604,8979
104,26821,4892,32369
112,23709,8419,16577
116,34131,2150,4827
111,19785,4835,32320
116,3214,27639,11119
4213,22555,33529,4213
104,23893,8667,16713
114,23875,8681,16703
113,23876,8682,16704
104,1370,4095,31540
116,30364,13582,26708
122,20117,18929,26724
116,11781,24967,34114
6604,22996,25776,6604
101,9888,20754,12922
115,9902,20740,12908
104,32959,2168,13882
116,25821,8322,2704
113,30900,17396,9786
111,31262,14621,19854
102,232,33458,3232
101,19109,25939,8335
115,19219,25953,8317
116,15019,20860,24661
104,14687,2147,1236
116,15663,23298,4514
111,7344,6252,1852
116,16094,27639,22825
111,1067,25743,5084
101,19784,17773,7973
116,19799,17758,7964
122,30237,8079,1697
104,31055,23627,18194
103,33478,13000,28150
104,26568,20924,718
2677,23835,9977,2677
104,9544,18348,31036
113,9527,18363,31027
104,15589,11433,25981
111,16571,5569,21212
116,9089,27639,33957
122,5871,12522,15287
102,3593,17344,20132
122,3613,17364,20152
102,15387,22993,6207
101,23286,28971,6693
115,23364,28957,6703
116,18761,16069,11240
116,23365,28956,6702
104,18589,34782,15196
2574,23922,9778,2574
101,4165,6295,26757
104,11049,11507,23939
113,10951,31227,34387
117,32005,10862,11877
101,14215,15796,15327
104,27523,20414,21182
111,27514,20357,21157
116,15375,4356,20896
102,4812,27393,32786
101,28231,8558,21325
116,28310,8573,21334
104,19714,11071,22013
101,24267,18025,10088
111,21453,4835,34732
116,9174,27639,3999
101,18540,15965,1326
115,18490,15979,1316
104,18600,10200,1621
116,26065,16160,26471
102,3380,34826,9426
102,7660,34544,19061
101,4141,3671,73
116,4220,3686,82
104,17393,6626,5497
102,31327,7290,31205
101,34523,22684,5562
115,34601,22670,5572
116,34602,22669,5571
111,30129,6252,13873
104,15899,11507,25167
102,30602,30582,16822
111,16320,27160,2207
116,2111,27639,28574
102,27538,22247,26086
101,24241,4974,15020
115,24127,4988,15034
116,24128,4989,15033
104,16756,25805,28283
117,15569,29733,8587
101,20908,16199,23287
104,13322,20414,10797
111,13313,20357,10822
116,26213,30904,13268
115,32163,12256,3402
111,24550,27160,22641
101,9627,512,21991
104,1596,31249,24644
116,11924,206,21429
117,27475,22663,12854
101,25296,7846,6323
104,30674,20414,26348
111,30665,20357,26307
116,14879,9296,26502
2358,24058,9082,2358
101,4152,11457,14547
115,4166,11443,14533
116,9605,9701,1427
104,10841,28414,31540
116,20223,10606,16163
113,13127,6113,6470
120,13992,10850,11775
101,17176,11799,26789
104,18588,25024,26360
116,17719,20711,19175
102,20761,4533,15061
114,14134,22432,10533
102,1240,30582,22025
101,18699,9025,4729
116,7739,1438,16808
104,8127,746,17020
116,19991,10872,24218
122,19997,10866,24228
102,8693,9483,13776
101,12300,18052,25860
116,12411,18037,25843
104,10230,6309,2299
111,10253,6252,2274
109,4671,30300,18321
116,27809,27639,9874
102,15732,6819,1529
120,26360,32449,1374
101,13945,2287,33839
115,14055,2273,33821
104,1721,27900,13824
116,6633,31535,3717
24030,5914,29283,24030
102,18924,25840,16362
116,10299,13500,34447
115,14155,18427,573
26069,25304,15545,26069
113,33127,10429,13828
25754,25395,15166,25754
113,34487,34557,23972
24015,5947,29236,24015
102,6773,20334,21989
116,8055,29720,29506
117,1275,181,16741
122,3693,20972,20520
104,2318,16552,12664
26932,25609,19320,26932
103,3164,12490,20987
101,18601,20381,3100
116,18616,20366,3087
104,33051,33040,14725
111,33042,32983,14764
116,27469,9516,15989
102,2188,33550,15491
122,28447,18736,27145
102,28104,8899,29048
103,15564,15902,30132
101,8027,10987,23921
116,8042,10972,23908
104,3183,13002,10204
11421,30900,20603,11421
117,15588,11077,6804
22247,25140,26702,22247
101,1488,17540,10014
22243,25144,26698,22243
120,30552,27983,31734
108,31596,9526,1013
116,16367,1367,18933
102,20946,15317,17847
101,7743,13598,12894
116,7822,13583,12913
104,33468,3039,22970
23272,25395,30799,23272
101,32451,15614,12696
115,32465,15628,12682
116,9612,27479,32493
104,10848,8766,2380
113,34487,9257,33738
102,33876,20129,15020
101,32109,1939,2611
116,32220,1954,2630
104,13713,11071,25107
111,15503,5569,16873
116,33782,27639,19073
111,4693,4243,26562
111,17107,12339,2643
101,8957,7442,22832
104,9598,8236,6254
116,7943,25957,24706
117,13888,161,18123
104,28437,20414,14238
111,28460,20357,14213
116,5660,4356,10945
122,29752,9770,26554
101,15380,2631,14453
104,24681,25086,8767
116,1321,32458,7238
102,9753,7484,33666
101,21019,9423,9003
116,20906,9438,8980
104,22082,25369,31996
30966,6066,6254,30966
113,1853,2418,19375
16912,28091,23972,16912
102,21027,29847,2144
101,670,20856,8527
12126,28669,4434,12126
110,17176,24820,7166
113,18237,6124,11131
101,24197,13663,552
116,24308,13648,571
104,18100,8573,17285
17297,6909,30034,17297
7088,29451,228,7088
104,29742,15362,29200
114,29724,15376,29190
116,25628,25150,19287
113,29725,15377,29191
122,9969,12522,32978
102,27346,5174,27265
122,27334,5194,27277
104,25296,6437,15075
111,10756,20357,26418
116,10814,4356,20898
116,11167,24143,24173
122,10782,18268,19190
117,6403,12274,6788
122,33712,17642,32839
17250,6910,29955,17250
29680,6188,1640,29680
111,13174,25743,23708
17252,6912,29957,17252
22230,29752,2018,22230
29616,6220,1768,29616
17258,6918,29963,17258
120,24113,9904,11028
101,30806,15796,30222
104,10892,20414,2294
116,5510,23232,8250
12004,31274,12285,12004
11990,31288,12271,11990
101,25236,27107,15559
29936,6316,2152,29936
102,21696,20293,34420
101,18518,6767,15190
116,18469,6782,15211
104,11520,33365,21215
117,4968,4771,27256
114,1282,11857,32756
101,2513,24547,5748
104,10981,31249,8968
116,23333,8908,9662
117,19095,681,11379
105,6004,2833,21621
101,25555,9678,16201
116,25570,9693,16186
104,18711,17649,29031
102,6460,29850,3587
101,3160,22296,8241
116,3047,22311,8226
104,17932,6309,6183
111,17955,6252,6206
102,17728,13966,33045
101,9303,19787,28639
116,9190,19802,28652
104,31241,22341,11326
28623,6459,13863,28623
103,29461,14618,2515
101,21405,17837,2111
104,8859,32058,28552
116,21420,17822,2098
102,13167,13078,12249
101,5985,29735,4020
115,5871,29721,4006
116,5872,29720,4007
104,29656,24835,16145
110,5482,16414,34250
117,21821,17117,2383
109,21235,24069,7922
122,34610,34128,11141
122,13322,9982,4542
116,13389,14308,12903
109,26469,26303,25556
116,18355,18497,2776
101,26269,26055,25676
104,16423,16552,29369
18792,33801,27980,18792
14767,34722,11987,14767
102,18388,21679,26467
101,17474,27980,8778
104,15019,3507,12841
113,9606,29167,27330
14838,34747,11866,14838
104,9991,1939,25003
117,6682,6188,21351
116,2540,17184,9290
114,9973,1953,24993
113,9974,1954,24994
104,22741,11071,10063
120,19991,13647,7322
101,20444,15796,356
104,10908,20414,2302
111,10899,20357,2277
116,18509,4356,2343
102,16410,20924,3068
122,12008,11842,32738
122,13928,28738,20194
115,20906,16450,18
116,16968,10429,1138
116,9216,10180,22355
9923,561,26900,9923
116,12304,21547,29056
102,5683,2489,26046
122,14716,11842,21604
116,8429,20632,19839
122,20476,28738,16740
12654,1526,21855,12654
102,17403,34783,30031
117,17014,19271,6368
111,30979,6252,29482
116,6135,2057,24699
101,28057,24021,8160
104,24828,32510,31142
101,17062,19031,6512
115,17076,19017,6498
116,7191,20630,20411
104,8427,4514,15695
113,873,24409,25224
102,9371,3074,32126
101,5057,26589,18433
116,5104,26604,18424
104,22359,4892,24597
111,22350,4835,24558
122,9636,10435,9263
110,8644,3200,34263
101,10515,28597,34105
104,26189,22341,32795
116,2065,17037,31096
108,10014,20218,3724
101,8849,15698,7878
115,8959,15684,7860
116,34790,1533,6010
116,8960,15683,7859
104,34362,17649,29427
122,34523,12622,7590
117,3116,21752,25352
116,19329,15767,26313
115,24719,34729,26410
116,33361,2259,20833
2767,2853,33069,2767
101,8996,3932,15415
104,18687,27107,9431
113,22137,3421,28211
2838,2878,32948,2838
103,22523,11023,25885
116,14899,4099,20496
112,25410,25097,3207
2454,3070,32180,2454
104,25594,25345,3343
113,25577,25360,3334
104,28586,10734,6603
102,8267,9858,1969
111,34645,4835,32297
2230,3086,31988,2230
104,25850,2804,10511
114,25832,2818,10501
113,25833,2819,10502
104,32682,25369,21030
21056,1895,28585,21056
101,6527,27180,9445
104,14012,22341,26326
113,6745,11765,99
27465,6645,9505,27465
104,7418,31526,5004
123,7551,32123,5273
20842,2029,27891,20842
101,7026,5705,30016
104,21996,3581,29805
116,1569,32847,33819
113,8953,21352,7075
102,20168,33132,15872
101,13514,34075,10624
116,13401,34090,10601
104,7842,27103,16966
111,7865,27160,16941
102,14112,26593,17736
16858,3005,11747,16858
113,24569,9698,30076
12745,3998,30399,12745
110,5623,23,22315
117,23388,11390,30310
101,11120,11843,24838
116,3632,17184,24793
113,5596,28,22312
12800,4039,30262,12800
109,33156,278,18628
122,8525,23472,8572
113,6220,8924,20488
115,17085,6563,16738
101,710,23130,27977
104,10599,31249,16335
116,7335,12651,6192
111,23340,27160,21650
116,29580,27639,10181
113,5871,30591,13
101,27940,13663,32860
116,28051,13648,32841
104,18020,8573,17261
111,18043,8516,17300
116,13133,8099,16648
102,23522,9083,16491
5818,6189,20669,5818
109,28972,2664,32265
122,15320,4045,30852
113,5855,30783,237
102,32651,8441,21027
122,32671,8461,21023
101,24100,16010,17409
104,26238,32510,10435
116,8396,2018,6346
101,16685,15039,10973
104,12085,27658,13457
114,19726,14985,33304
116,29287,6204,7980
122,2384,3441,10654
122,22651,18994,27000
116,4976,29035,26955
102,4994,28921,27033
101,22774,26589,25253
116,22885,26604,25234
104,5022,4892,5854
111,5045,4835,5813
116,15492,27639,10325
102,10524,5402,6624
115,23236,27243,24915
116,11114,29736,4682
109,25013,9632,33395
116,4909,156,22971
102,33420,6648,15067
101,24813,9880,33275
115,24923,9894,33297
116,24924,9895,33296
104,2817,33040,31079
33675,7255,18083,33675
104,24262,24553,21070
104,7274,8236,31432
31273,11708,1703,31273
101,32140,21798,6546
117,29358,4771,4975
116,8697,17184,29511
17388,6984,30221,17388
102,28084,15289,15011
101,25833,27547,1550
111,10791,27160,4029
115,7753,27952,24336
22296,13341,387,22296
102,248,9657,15354
101,4068,25162,27008
117,34427,4771,16138
116,28512,17184,15761
115,4082,25148,26986
116,4083,25147,26985
104,32899,13779,14048
33968,7372,18664,33968
117,34062,23544,8470
101,11672,16446,7286
104,6910,18405,26867
116,26859,27187,31230
102,30659,2202,14008
101,3038,18644,422
117,32821,25807,1935
116,3053,18629,399
104,8082,4892,16193
117,15105,24235,20079
101,34296,1535,12499
104,19251,33722,14673
116,18789,12124,14743
102,27900,34190,2276
101,32739,16633,9103
116,32626,16618,9094
104,628,6437,6713
117,12225,10506,18647
101,28869,21569,34738
104,3430,25024,5444
116,25757,25723,8604
102,14308,33692,2139
101,20054,34075,20720
116,20069,34090,20731
104,29807,27103,30947
111,29830,27160,30922
27579,15117,25361,27579
101,13970,16199,32562
104,20148,20414,23658
111,20171,20357,23697
116,9390,4356,20790
115,14400,15545,32868
116,25728,10429,18134
113,9387,9127,465
103,16832,6909,32442
101,28315,17939,19659
115,28329,17925,19645
116,28330,17924,19646
104,5865,4284,18606
21121,17767,18852,21121
101,29595,34349,6347
104,26345,9654,26642
113,16894,7755,32848
112,19085,22527,31426
101,28166,31489,28732
104,15273,6305,30750
116,29805,6544,17265
103,22950,11102,15358
8491,22542,3862,8491
104,23685,26589,19133
114,23667,26603,19123
113,23668,26604,19124
104,32871,4892,23758
111,32894,4835,23797
109,11379,30300,12297
122,22853,23472,11115
116,8299,27639,28549
113,3365,23508,21019
116,13719,15623,25589
102,1496,5402,24016
122,17131,11842,21102
116,4591,20632,19717
116,28110,28970,536
110,22415,28534,34170
100,34366,7739,23054
122,22363,3913,12477
122,22379,28738,34158
3912,7937,3360,3912
111,20987,4835,10623
116,25408,27639,7856
104,24709,8144,23229
114,24691,8158,23219
113,24692,8159,23220
104,14426,8598,32002
3913,7938,3361,3913
104,24965,4048,22205
104,18522,25086,29941
8381,22636,3656,8381
103,665,14834,24535
101,13446,1655,28880
116,13461,1670,28867
104,11764,20944,21328
102,34167,4233,12990
101,28524,29465,30800
116,28411,29480,30823
104,21001,25686,21601
4700,23485,22676,4700
101,31609,10426,9554
104,23740,25024,29818
116,16885,24494,30888
122,30888,18929,19339
116,9527,24967,7917
113,3959,6822,1184
102,16366,2753,31505
116,1494,23101,32149
117,22540,2200,12989
122,5900,14353,10431
122,12105,12522,27186
102,28316,3831,29641
116,29463,11363,10381
122,28336,3851,29637
102,28940,17450,17065
4147,8044,3851,4147
1021,24332,7125,1021
844,24349,7012,844
842,24351,7010,842
829,24364,6997,829
103,18025,415,20547
101,12574,19222,17180
115,12588,19236,17166
116,31565,20256,25331
116,12589,19237,17167
104,32641,1543,30047
111,16328,29943,24648
116,21875,8924,20952
116,21731,9244,20088
122,18358,23066,891
116,24976,7028,7157
105,11153,2069,8320
101,28847,11095,7238
116,28766,11110,7215
104,22147,17649,22775
520,24577,6112,520
101,30481,9678,13201
116,30496,9693,13188
104,5692,17649,7206
363,24622,5795,363
113,22119,7379,588
104,8087,28336,24817
33753,25821,17521,33753
101,2703,18932,15860
115,2717,18946,15846
104,14021,5681,22636
113,6506,23281,11871
102,11392,1394,17339
101,12414,30740,30652
116,12301,30725,30675
104,33536,25686,23630
111,33527,25743,23655
116,7096,27639,25602
102,6899,8518,3859
117,25952,22488,18282
122,22654,17642,14084
17559,7043,30552,17559
101,14801,31113,26242
6837,26471,23026,6837
115,11364,9360,218
116,17580,28913,22303
101,28763,4815,7711
104,13033,22341,5671
113,16842,19251,2330
6616,26612,22325,6616
102,23296,14059,24257
116,26128,11363,20024
122,23284,14039,24269
101,31566,11941,27258
104,23052,25628,4253
113,19194,29158,9338
101,23808,18988,24605
116,23823,19003,24592
2826,27426,6823,2826
104,34118,9522,21991
115,27649,22422,13405
101,16629,21236,33281
104,27863,746,14140
116,28738,23317,9466
102,2169,24040,30755
116,9808,23101,4822
33388,28589,24649,33388
101,14731,9346,25219
115,14745,9360,25205
116,31248,28913,3947
104,32324,10200,8663
113,15965,19866,23551
102,12148,16908,14440
116,31509,28303,21404
117,29499,12207,13914
122,1694,19555,5830
102,20148,22060,27735
120,33214,17796,6289
116,11810,17221,20582
112,3161,19223,13254
101,26615,21230,3345
104,8484,25690,16206
116,18824,4062,6676
102,3655,33724,24133
101,16863,32658,4352
116,16782,32673,4375
104,21222,27103,14000
111,21213,27160,14025
102,23652,26593,13230
103,7026,7798,23823
31019,30222,34517,31019
122,14708,18892,4833
116,5510,11363,13609
114,7231,15107,29636
117,14047,19207,5044
102,1467,8032,2924
112,7577,23037,27462
116,19822,4355,4797
31083,30254,34389,31083
104,7761,23285,27598
114,7743,23299,27588
113,7744,23300,27589
104,21890,2410,31510
102,23571,12261,32147
1852,8437,11540,1852
4657,30622,2585,4657
104,13649,3830,2505
113,13632,3845,2496
104,11611,18027,33419
17474,7054,30659,17474
34609,31275,17433,34609
101,6791,32900,25775
104,9771,31249,2706
116,18488,17054,30751
113,24176,28913,19180
116,12655,31928,8691
101,25028,10200,23160
111,19943,26426,5205
116,7095,27639,20505
2019,8492,11867,2019
1991,8512,11807,1991
112,32409,13419,269
104,32593,13667,405
114,32575,13681,395
104,1254,15381,30961
355,31820,20376,355
102,23882,23358,9425
116,3167,19950,7931
104,9906,24835,26192
29045,34375,14250,29045
101,32105,21378,5366
17490,7070,30675,17490
18359,472,21817,18359
113,18870,26969,16873
18239,528,21569,18239
101,20906,25024,25013
2531,8748,12891,2531
115,232,2637,3043
104,27351,746,15036
116,8014,23317,2989
20264,3610,21455,20264
101,27619,32895,34333
104,29558,27543,7482
113,34185,15308,25443
114,7179,20552,30364
101,6257,32900,23373
104,14372,31249,27138
116,13198,9701,16548
111,24671,27160,25429
116,7678,27639,6195
102,17837,30479,30771
101,9566,3024,25688
116,9581,3039,25701
104,11005,34782,31034
17152,3920,989,17152
17138,3934,975,17138
101,8124,19782,2748
115,8138,19796,2734
104,31099,26047,15333
111,1189,6649,19198
113,4668,2526,20988
111,33516,27160,12581
116,16898,27639,16973
16944,4096,333,16944
113,7196,8785,27324
8009,8962,19745,8009
104,8477,32258,2200
104,33346,25086,8350
16625,4191,34779,16625
13304,4824,19938,13304
101,25966,16004,8313
115,25980,16018,8299
104,3110,33726,19268
113,18844,7909,4488
13296,4832,19930,13296
102,29356,9858,6122
101,28014,13943,121
122,15565,21776,26591
115,28028,13957,107
116,34802,25022,31032
104,1049,6309,927
113,18972,8421,4744
8124,9013,19988,8124
12881,5007,19099,12881
12944,5040,18970,12944
102,12916,9935,29432
101,11604,10426,22792
104,17121,25024,29819
113,22300,203,16008
111,22559,8516,1883
116,8715,8099,27242
102,16434,24548,15320
111,1333,26426,2789
116,25758,27639,6702
102,7580,26993,3520
122,1923,11842,9349
116,13801,20632,29625
102,12007,16519,34459
101,22254,20370,15567
116,22141,20385,15576
104,26521,12468,16020
8863,6049,2601,8863
103,12593,32944,20298
102,16141,20128,5795
101,30149,17006,25148
117,27746,4771,576
116,2477,17184,30295
115,30163,17020,25134
116,30164,17021,25135
104,380,4703,724
4075,6629,17890,4075
101,32709,2631,33353
104,6511,25086,19481
113,12991,34366,21120
105,8421,27736,12012
101,19752,22317,29725
116,19831,22302,29744
104,8173,17649,7430
103,13857,15715,25130
116,12719,11363,18622
111,10526,33045,33264
99,14637,30879,28494
102,151,28737,31712
101,13719,1255,27352
116,13702,1270,27375
104,27924,25686,20850
111,27947,25743,20827
116,8591,27639,9185
104,14608,31010,28681
113,14591,31025,28672
8425,9138,20577,8425
104,22833,29696,29830
6672,7664,12583,6672
101,21597,14999,8800
122,1407,11636,8007
115,21611,15013,8786
116,1788,29706,30128
104,2864,13590,23
113,29455,25852,7738
6719,7665,12662,6719
104,29456,20653,6179
113,29439,20668,6170
104,20720,13775,20338
111,24954,4152,127
101,868,30548,31904
104,26346,29827,2316
116,939,27639,26791
116,30865,31424,25271
122,30773,14074,1548
117,995,629,21418
102,1237,23554,17228
122,1257,23534,17200
111,14867,4835,18249
109,25684,30300,11955
122,13844,23472,17936
116,23606,27639,2534
102,22138,5402,18526
122,2003,11842,392
116,16848,20632,28017
116,402,28970,28307
101,20954,20152,27747
104,27405,25024,14927
116,27238,24670,23472
113,3602,21096,20774
101,30928,13663,557
116,30815,13648,566
104,17652,8573,17189
111,17643,8516,17148
116,6733,8099,21512
102,23922,9083,16419
102,2605,6484,28625
101,11138,12773,3024
116,11025,12758,3033
104,14473,1543,7903
120,4451,2460,24767
101,4469,28188,15403
104,12256,25024,29723
116,4379,16597,21379
109,7652,27534,17720
116,22503,23761,2427
105,24320,29147,1417
101,34563,22486,15708
116,34546,22471,15699
104,24437,9296,19816
102,25044,34190,31669
101,28888,16633,8846
115,28870,16619,8836
116,3595,25150,31631
116,28871,16618,8837
116,27514,25791,6932
122,7567,12522,14651
102,4048,5174,30326
122,4036,5194,30306
104,3295,6437,9206
111,21583,20357,16569
116,1468,4356,1371
110,12092,20065,22342
101,19862,2350,15253
104,33024,30357,5434
116,30613,18172,28669
102,5989,26958,26801
103,6132,27533,27088
115,31274,19006,16828
103,12692,4170,12482
116,31748,21422,31444
100,33831,9977,16745
111,33215,7823,32532
116,21868,28367,17552
116,23163,1820,6120
102,29539,31970,34363
101,31150,7324,31196
116,31133,7339,31207
104,22813,6309,20732
111,22804,6252,20691
116,2977,27639,28788
103,17700,6629,19695
101,7374,4638,9615
116,7389,4653,9602
104,19099,25554,26103
111,19122,25497,26064
116,3745,22479,9506
102,23065,26064,25337
102,861,9858,30029
122,881,9878,30033
111,34293,4835,32441
116,30683,27639,15183
31084,9217,22723,31084
104,19459,3671,27566
122,15716,21776,5496
113,19442,3686,27557
120,11769,14971,6756
101,31940,32037,34126
115,31826,32051,34136
116,24431,12651,34530
104,25635,28767,11337
116,16980,16234,5638
103,12826,31404,10901
101,33877,22933,12391
117,32056,6188,4536
116,25405,17184,30610
116,33892,22948,12378
104,25199,26047,10448
102,25165,8088,7557
116,22342,17035,19834
111,14567,4152,33697
101,18074,30548,4475
104,12753,29827,1871
116,24213,27639,3140
9190,13008,18093,9190
103,21997,9210,5456
101,6468,33484,12486
116,6483,33469,12473
104,4603,23952,15673
12632,16913,8516,12632
104,3279,7365,25937
114,3261,7379,25927
116,20168,11209,19216
113,3262,7380,25928
104,19836,29922,15004
105,4787,24951,13699
101,32625,21605,30691
115,32671,21619,30677
116,12908,5403,21907
116,32672,21620,30678
104,13632,24116,9727
117,10162,22091,16899
101,17513,15796,33565
104,7178,20414,15036
116,27578,23232,18177
102,4726,31526,14151
116,7426,8894,13715
102,15411,9010,20263
101,7060,24377,15089
116,6947,24392,15080
104,2337,2640,5416
6761,17328,629,6761
101,22722,20152,30278
109,20085,21253,7534
122,11847,4045,31573
104,20864,25024,3593
117,23094,8197,28112
113,9934,24670,4890
111,8863,27160,27010
116,32029,27639,32448
103,10944,6339,8932
101,3765,8254,5741
115,3779,8240,5727
116,3780,8239,5728
104,31013,20258,22539
115,1875,9568,16350
116,24452,10429,22742
5060,9789,24092,5060
6442,17423,246,6442
104,30961,32510,5824
116,2254,29742,11348
2872,18177,19729,2872
104,23503,21142,24796
102,12346,18830,33023
116,17875,2275,5910
117,30996,461,20768
109,21711,24069,21348
122,6686,9982,7086
116,12632,20060,33685
113,23486,21157,24787
104,29959,18919,16687
103,23760,22167,25309
116,34691,5288,4099
2959,18234,19656,2959
111,31908,27160,20111
116,10678,27639,33554
101,9831,7442,7145
104,23582,8236,12440
113,24366,25957,21939
5182,9847,24342,5182
2666,18351,19075,2666
2569,18432,18882,2569
102,11498,22137,17647
122,11518,22117,17627
102,16282,8518,21967
116,16824,8894,30018
117,17139,30841,9646
122,20270,17642,12904
101,26714,6577,21637
104,15078,28767,1473
102,19044,29277,2239
122,26616,28738,31354
115,27144,5923,21943
116,20658,18782,30786
113,27598,5835,34547
102,7612,24145,13669
122,18484,24961,8054
116,24992,11363,6349
111,17561,6569,30486
116,21967,27639,11769
102,1286,22546,27659
103,15539,25857,29347
